Session,BillURL,DateAccessed,BillName,BillType,BillCat,UKPB_Bill,UKPB_Act,RoyalAssent,RoyalAssentDate,LastChange,Stage,NumberofStages,FirstStageDate,LastStageDate,FirsStageName,LastStageName,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LatestStg-BillPage,LatestStgDate-Billpage,NextStg-Billpage,NextStgDate-Billpage,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch,NumParagraphsTotal,NumParagraphsBody,NumParagraphsSchedules,LegGovUkLink,DocYear,DocMainType,DocEnactmentDate,DocCat,ActNameLGUK
2008-09,http://services.parliament.uk//bills/2008-09/londonlocalauthoritiesandtransportforlondon.html,20140413_170732,London Local Authorities and Transport for London Act 2013,Private Bill,PB,No,No,Yes,18.12.2013,19.12.2013,Royal Assent,29,27.11.2007,18.12.2013,Petition to introduce a Private Bill presented to Parliament,Royal Assent,NA,NA,NA,NA,Sharpe Pritchard,,Royal Assent,18.12.2013,NA,NA,http://www.legislation.gov.uk/ukla/2013/5/contents/enacted/data.htm,NA,18.12.2013,London Local Authorities and Transport for London Act 2013 c.v,," u'\n'  The Bill was opposed in both Houses. In the House of Commons, four petitions against the Bill were lodged. In the House of Lords, three petitions were presented, one of which was subsequently withdrawn. No further petitions are possible as the petitioning periods have expired.  u'\n'  Summary of the London Local Authorities and Transport for London Act 2013  u'\r\n            The Bill (as originally introduced) empowers London boroughs and Transport for London (TfL) to:'       recover the cost of repairing any damage caused to footpaths or roads by building work being carried out on an adjacent site  take more effective enforcement action on builders’ skips that are not properly lit and covered when placed on paths or roads</li><li>require any objects placed on pavements or roads to be removed and disposed of to ensure the good management of the highway</li><li>recover from the organisers of large scale public events, like football matches or concerts, the cost of any additional traffic management and street cleaning needed as a result of those events</li><li>enforce road traffic regulations effectively against owners of pedicabs or cycle rickshaws</li><li>establish stiffer penalties for cyclists who put pedestrians at risk by riding on footpaths</li><li>issue penalties to motorists encroaching into the special advanced stopping boxes set aside for cyclists at busy junctions</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,0,http://www.legislation.gov.uk/ukla/2013/5/contents/enacted/data.xml,2013,UnitedKingdomLocalAct,2013-12-18,primary,London Local Authorities and Transport for London Act 2013
2008-09,http://services.parliament.uk//bills/2008-09/manchestercitycouncilhl.html,20140413_170732,Manchester City Council Act 2010,Private Bill,PB,No,No,Yes,08.04.2010,21.10.2011,Royal Assent,21,27.11.2006,08.04.2010,Petition to introduce a Private Bill presented to Parliament,Royal Assent,NA,NA,NA,NA,Sharpe Pritchard,Manchester City Council,Royal Assent,08.04.2010,NA,NA,http://www.opsi.gov.uk/acts/localact2010/ukla_20100003_en_1,http://www.opsi.gov.uk/acts/localact2010/pdf/ukla_20100003_en.pdf,12.04.2010,Manchester City Council Act 2010 c.iii ,," u'\n'  There will be no further opportunities to petition against this Bill.    Lords petitioning period ended 6.2.07  Commons petitioning period ended 10.12.07    The Bill was opposed in both Houses. 1 petition was deposited against the Bill in the House of Lords and 1 petition in the House of Commons.  u'\n'  Summary of the Manchester City Council Act 2010  u'\n'  The Bill makes provisions relating to street trading and consumer protection in the city, in particular by:    allowing the Council to regulate services offered on the street   altering the exemption enjoyed by holders of a pedlar’s certificate from the street trading regime in the Local Government (Miscellaneous Provisions) Act 1982  empowering council officers or the police to seize goods and equipment when they believe a street trading offence has been committed  empowering courts to order the forfeiture of such goods and equipment</li><li>enabling council officers to serve fixed penalty notices for street trading offences.</li></ul> <p>Further information can be found in the Explanatory Memorandum that accompanies the Bill.</p> <p><a href=""http://www.publications.parliament.uk/pa/cm200708/cmprbill/002/08002x--.htm"">Read the Explanatory Memorandum</a></p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,0,http://www.legislation.gov.uk/ukla/2013/5/contents/enacted/data.xml,2013,UnitedKingdomLocalAct,2013-12-18,primary,London Local Authorities and Transport for London Act 2013
2008-09,http://services.parliament.uk//bills/2008-09/marineaccidentinvestigationbranchreports.html,20140413_170732,Marine Accident Investigation Branch (Reports) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,27.10.2009,Commons,1,20.10.2009,20.10.2009,1st Reading: House of Commons,1st Reading: House of Commons,David Cairns,NA,,NA,NA,NA,1st Reading: House of Commons,20.10.2009,NA,NA,NA,NA,NA,NA,," u'\r\n            A Bill to make provision to oblige shipping companies, port operators and other bodies to comply with recommendations made in reports of the Chief Inspector of Marine Accidents and of the Marine Accident Investigation Branch; and for connected purposes.\r\n           \r\n        '",David Cairns,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/marineandcoastalaccesshl.html,20140413_170732,Marine and Coastal Access Act 2009,Government Bill,G,Yes,Yes,Yes,12.11.2009,07.01.2010,Royal Assent,37,04.12.2008,12.11.2009,1st Reading: House of Lords,Royal Assent,Lord Hunt of Kings Heath / Hilary Benn,NA,"Department for Environment, Food and Rural Affairs",NA,NA,NA,Royal Assent,12.11.2009,NA,NA,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090023_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090023_en.pdf,20.11.2009,Marine and Coastal Access Act 2009,," u'\n'   A draft Marine Bill was published on 3 April 2008 for public consultation. It was also subject to pre-legislative scrutiny by Parliament. The Bill covers a broad range of marine issues.    Key areas     Sets up a new Marine Management Organisation under which many of the existing, diverse areas of marine regulation would be centralised <li>streamlines the existing marine licensing system and provides powers to create a joined-up marine planning policy</li><li>introduces new measures to reform fisheries management</li><li>provides a framework for establishing marine conservation zones</li><li>enables the creation of a walkable route around the English coast.</li></ul> <p> </p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,371,280,http://www.legislation.gov.uk/ukpga/2009/23/contents/data.xml,2009,UnitedKingdomPublicGeneralAct,2009-11-12,primary,Marine and Coastal Access Act 2009
2008-09,http://services.parliament.uk//bills/2008-09/marinenavigationaidshl.html,20140413_170732,Marine Navigation Aids Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,13.11.2009,Lords,1,14.05.2009,14.05.2009,1st Reading: House of Lords,1st Reading: House of Lords,Lord Berkeley,NA,,NA,NA,NA,1st Reading: House of Lords,14.05.2009,NA,NA,http://www.publications.parliament.uk/pa/ld200809/ldbills/046/09046.i.html,http://www.publications.parliament.uk/pa/ld200809/ldbills/046/2009046.pdf,15.05.2009,Bill as introduced,, u'\r\n            To establish a Marine Navigation Aids Commission; to establish an Office of Marine Navigation Aids Regulation; to amend the Merchant Shipping Act 1995; and for connected purposes.\r\n           \r\n        ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/maximumwage.html,20140413_170732,Maximum Wage Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,23.10.2009,Commons,1,03.06.2009,03.06.2009,1st Reading: House of Commons,1st Reading: House of Commons,Paddy Tipping,NA,,NA,NA,NA,1st Reading: House of Commons,03.06.2009,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to prescribe the maximum wage that can be paid; and for connected purposes.\r\n           \r\n        ',Paddy Tipping,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/mediaownersresidencyrequirement.html,20140413_170732,Media Owners (Residency Requirement) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,03.11.2009,Commons,1,16.07.2009,16.07.2009,1st Reading: House of Commons,1st Reading: House of Commons,David Drew,NA,,NA,NA,NA,1st Reading: House of Commons,16.07.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/140/09140.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/140/2009140.pdf,15.10.2009,Bill as Introduced,," u'\r\n            This Bill would prohibit the ownership of national media (newspapers, radio or television stations) by persons not resident in the United Kingdom for tax purposes.\r\n           \r\n        '",David Drew,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/mobilenetworkroamingcapabilities.html,20140413_170732,Mobile Network Roaming Capabilities Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,12.11.2009,Commons,1,11.11.2009,11.11.2009,1st Reading: House of Commons,1st Reading: House of Commons,Mr Angus MacNeil,NA,,NA,NA,NA,1st Reading: House of Commons,11.11.2009,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to establish duty on mobile network operators to introduce automatic roaming capabilities between mobile telephone networks in the United Kingdom; and for connect purposes.\r\n           \r\n        ',Angus MacNeil,12004,7046,Scottish National Party,1885,2005-05-05,2005,Na h-Eileanan an Iar,1433,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/motorvehicleclimatechangeinformation.html,20140413_170732,Motor Vehicle (Climate change information) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,20.10.2009,Commons,1,18.06.2009,18.06.2009,1st Reading: House of Commons,1st Reading: House of Commons,Colin Challen,NA,,NA,NA,NA,1st Reading: House of Commons,18.06.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/114/09114.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/114/2009114.pdf,25.06.2009,Bill as introduced,, u'\r\n            The Bill would secure the provision of information about motor vehicle emissions and the link between such emissions and climate change on any printed advertisement about a given vehicle and in any audio-visual advertisement about the same. It would also set minimum standards for the amount of space or time to be devoted to this issue in each advertisement and make it an offence to breach those provisions.\r\n           \r\n        ',Colin Challen,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/northernireland.html,20140413_170732,Northern Ireland Act 2009,Government Bill,G,Yes,Yes,Yes,12.03.2009,03.06.2009,Royal Assent,12,23.02.2009,12.03.2009,1st Reading: House of Commons,Royal Assent,Mr Shaun Woodward,Baroness Royall of Blaisdon,Northern Ireland Office,,NA,NA,Royal Assent,12.03.2009,NA,NA,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090003_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090003_en.pdf,16.03.2009,Northern Ireland Act 2009 c.3,, u'\n'  This Bill is designed to assist with the devolution of policing and justice to Northern Ireland by making amendments to the Northern Ireland Act 1998.    Key areas    Adds to the options for appointing the Policing and Justice Minister already set out in the Northern Ireland Act 1998   Amends the Judicature (Northern Ireland) Act 1978 and the Justice (Northern Ireland) Act 2002 in respect of judicial appointments and removals.<br/></li></ul> u'\n',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,6,111,http://www.legislation.gov.uk/ukpga/2009/3/contents/data.xml,2009,UnitedKingdomPublicGeneralAct,2009-03-12,primary,Northern Ireland Act 2009
2008-09,http://services.parliament.uk//bills/2008-09/nottinghamcitycouncil.html,20140413_170732,Nottingham City Council Act 2013,Private Bill,PB,No,No,Yes,28.02.2013,04.02.2014,Royal Assent,21,27.11.2007,28.02.2013,Petition to introduce a Private Bill presented to Parliament,Royal Assent,NA,NA,NA,NA,Sharpe Pritchard,,Royal Assent,28.02.2013,NA,NA,http://www.legislation.gov.uk/ukla/2013/3/contents/enacted/data.htm,NA,18.03.2013,Nottingham City Council Act 2013 c.iii,," u'\n'  If you are ""specially and directly affected"" by this bill you may oppose the bill or seek its amendment before a Select Committee in either or both Houses.  If you present a ""petition"" against the bill at the appropriate times you may be able to have your views on the bill heard by the Committee (in whichever House you petition).There are specific times when petitions can be presented.    The petitioning period in the House of Commons ended on 30 January 2008.  The petitioning period in the House of Lords ended on Monday 25 January 2010.    There will be no further opportunities to petition against this Bill in Parliament.   No petitions were presented against the Bill in the House of Commons, 1 petition was presented in the House of Lords. Petitions can be accessed from the ""Bill documents"" link on the left hand side of this webpage.  u'\n'  Summary of the Nottingham City Council Act 2013  u'\n'  The Bill (as originally introduced) makes provisions relating to street trading and consumer protection in the city, in particular by:    allowing the Council to regulate services offered on the street  altering the exemption enjoyed by holders of a pedlar’s certificate from the street trading regime in the Local Government (Miscellaneous Provisions) Act 1982  empowering council officers or the police to seize goods and equipment when they believe a street trading offence has been committed  empowering courts to order the forfeiture of such goods and equipment</li><li>enabling council officers to serve fixed penalty notices for street trading offences.</li></ul> <p>Further information can be found in the Explanatory Memorandum that accompanies the Bill.</p> <p><a href=""http://www.publications.parliament.uk/pa/privbill/0708/015/08015x--.htm"">Read the Explanatory Memorandum</a></p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,0,http://www.legislation.gov.uk/ukla/2013/3/contents/enacted/data.xml,2013,UnitedKingdomLocalAct,2013-02-28,primary,Nottingham City Council Act 2013
